prb-tree,1,14
prb-tree,2,14
prb-tree,3,14
prb-tree,4,17
prb-tree,5,17
prb-tree,6,21
prb-tree,7,16
prb-tree,8,21
prb-tree,9,21
prb-tree,10,23
prb-tree,11,20
prb-tree,12,40
prb-tree,13,24
prb-tree,14,26
prb-tree,15,20
prb-tree,16,24
prb-tree,17,23
prb-tree,18,25
prb-tree,19,23
prb-tree,20,26
prb-tree,21,26
prb-tree,22,29
prb-tree,23,23
prb-tree,24,27
prb-tree,25,27
prb-tree,26,29
prb-tree,27,26
prb-tree,28,29
prb-tree,29,29
prb-tree,30,32
prb-tree,31,23
prb-tree,32,27
prb-tree,33,27
prb-tree,34,30
prb-tree,35,28
prb-tree,36,30
prb-tree,37,29
prb-tree,38,33
prb-tree,39,27
prb-tree,40,30
prb-tree,41,30
prb-tree,42,32
prb-tree,43,30
prb-tree,44,34
prb-tree,45,33
prb-tree,46,38
prb-tree,47,26
prb-tree,48,29
prb-tree,49,29
prb-tree,50,33
prb-tree,51,30
prb-tree,52,33
prb-tree,53,34
prb-tree,54,37
prb-tree,55,29
prb-tree,56,32
prb-tree,57,33
prb-tree,58,37
prb-tree,59,34
prb-tree,60,37
assoc,1,7
assoc,2,9
assoc,3,11
assoc,4,13
assoc,5,15
assoc,6,17
assoc,7,20
assoc,8,22
assoc,9,23
assoc,10,26
assoc,11,28
assoc,12,30
assoc,13,32
assoc,14,37
assoc,15,38
assoc,16,40
assoc,17,41
assoc,18,45
assoc,19,46
assoc,20,48
assoc,21,52
assoc,22,54
assoc,23,58
assoc,24,59
assoc,25,58
assoc,26,60
assoc,27,66
assoc,28,68
assoc,29,69
assoc,30,72
assoc,31,74
assoc,32,74
assoc,33,81
assoc,34,78
assoc,35,80
assoc,36,86
assoc,37,88
assoc,38,87
assoc,39,88
assoc,40,95
assoc,41,94
assoc,42,97
assoc,43,98
assoc,44,103
assoc,45,100
assoc,46,104
assoc,47,110
assoc,48,110
assoc,49,110
assoc,50,120
assoc,51,115
assoc,52,118
assoc,53,126
assoc,54,121
assoc,55,129
assoc,56,125
assoc,57,128
assoc,58,129
assoc,59,135
assoc,60,137
wt-tree,1,18
wt-tree,2,22
wt-tree,3,23
wt-tree,4,26
wt-tree,5,25
wt-tree,6,29
wt-tree,7,29
wt-tree,8,29
wt-tree,9,28
wt-tree,10,40
wt-tree,11,33
wt-tree,12,33
wt-tree,13,33
wt-tree,14,37
wt-tree,15,37
wt-tree,16,37
wt-tree,17,36
wt-tree,18,40
wt-tree,19,42
wt-tree,20,38
wt-tree,21,37
wt-tree,22,41
wt-tree,23,41
wt-tree,24,40
wt-tree,25,56
wt-tree,26,61
wt-tree,27,44
wt-tree,28,40
wt-tree,29,41
wt-tree,30,44
wt-tree,31,44
wt-tree,32,44
wt-tree,33,61
wt-tree,34,48
wt-tree,35,47
wt-tree,36,45
wt-tree,37,45
wt-tree,38,66
wt-tree,39,48
wt-tree,40,48
wt-tree,41,47
wt-tree,42,52
wt-tree,43,51
wt-tree,44,43
wt-tree,45,44
wt-tree,46,49
wt-tree,47,47
wt-tree,48,48
wt-tree,49,48
wt-tree,50,52
wt-tree,51,51
wt-tree,52,48
wt-tree,53,48
wt-tree,54,52
wt-tree,55,51
wt-tree,56,52
wt-tree,57,51
wt-tree,58,55
wt-tree,59,54
wt-tree,60,48
hamt,1,11
hamt,2,11
hamt,3,12
hamt,4,13
hamt,5,14
hamt,6,15
hamt,7,16
hamt,8,18
hamt,9,17
hamt,10,18
hamt,11,19
hamt,12,20
hamt,13,20
hamt,14,21
hamt,15,22
hamt,16,21
hamt,17,20
hamt,18,21
hamt,19,22
hamt,20,22
hamt,21,22
hamt,22,24
hamt,23,23
hamt,24,24
hamt,25,24
hamt,26,24
hamt,27,23
hamt,28,23
hamt,29,23
hamt,30,22
hamt,31,22
hamt,32,22
hamt,33,22
hamt,34,23
hamt,35,23
hamt,36,23
hamt,37,23
hamt,38,24
hamt,39,25
hamt,40,22
hamt,41,24
hamt,42,22
hamt,43,23
hamt,44,22
hamt,45,23
hamt,46,22
hamt,47,23
hamt,48,23
hamt,49,23
hamt,50,23
hamt,51,24
hamt,52,23
hamt,53,23
hamt,54,23
hamt,55,23
hamt,56,23
hamt,57,23
hamt,58,24
hamt,59,24
hamt,60,23
hash-table,1,16
hash-table,2,17
hash-table,3,16
hash-table,4,17
hash-table,5,17
hash-table,6,17
hash-table,7,17
hash-table,8,16
hash-table,9,17
hash-table,10,17
hash-table,11,17
hash-table,12,17
hash-table,13,17
hash-table,14,17
hash-table,15,17
hash-table,16,17
hash-table,17,16
hash-table,18,17
hash-table,19,17
hash-table,20,17
hash-table,21,16
hash-table,22,17
hash-table,23,22
hash-table,24,17
hash-table,25,17
hash-table,26,18
hash-table,27,17
hash-table,28,17
hash-table,29,17
hash-table,30,17
hash-table,31,16
hash-table,32,16
hash-table,33,17
hash-table,34,18
hash-table,35,17
hash-table,36,17
hash-table,37,16
hash-table,38,17
hash-table,39,17
hash-table,40,16
hash-table,41,16
hash-table,42,17
hash-table,43,17
hash-table,44,17
hash-table,45,17
hash-table,46,17
hash-table,47,17
hash-table,48,17
hash-table,49,17
hash-table,50,17
hash-table,51,19
hash-table,52,18
hash-table,53,17
hash-table,54,17
hash-table,55,17
hash-table,56,17
hash-table,57,17
hash-table,58,16
hash-table,59,17
hash-table,60,17
